年份,区县,考试,题号,已普查书数,必修二初筛,文化初筛,必修三初筛,理由文本推出的模块线索,线索来源条数
2026,海淀,一模,10,3,排除,非文化模块排除,candidate_independently_judgable_options,选必二、必修三,3
2026,海淀,一模,11,3,排除,非文化模块排除,exclude_or_boundary_as_reason,,0
2026,海淀,一模,12,3,纳入,非文化模块排除,exclude_or_boundary_as_reason,必修二,3
2026,海淀,一模,13,3,纳入,非文化模块排除,exclude_or_boundary_as_reason,必修二,2
2026,海淀,一模,14,3,纳入,非文化模块排除,exclude_or_boundary_as_reason,必修二、选必一,3
2026,海淀,一模,15,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必一,3
2026,海淀,一模,16,3,排除,文化候选,未收，模块与评分边界见判断,哲学、文化、选必三,5
2026,海淀,一模,17,3,排除,非文化模块排除,未收，模块与评分边界见判断,选必三、哲学,5
2026,海淀,一模,18,3,纳入；跨模块,非文化模块排除,未收，模块与评分边界见判断,必修二、选必二,5
2026,海淀,一模,19,3,跨模块,非文化模块排除,已收，正式完整池另核,必修三,3
2026,海淀,一模,2,3,排除,跨模块待主代理裁决,exclude_or_boundary_as_reason,哲学、选必三、文化,3
2026,海淀,一模,20,3,跨模块,非文化模块排除,未收，模块与评分边界见判断,必修二、选必一,6
2026,海淀,一模,21,3,需主代理裁决,跨模块待主代理裁决,已收，正式完整池另核,哲学、文化、必修二、必修三、选必三,7
2026,海淀,一模,3,3,排除,跨模块待主代理裁决,exclude_or_boundary_as_reason,选必三、选必一,5
2026,海淀,一模,4,3,排除,文化候选,exclude_or_boundary_as_reason,文化,3
2026,海淀,一模,5,3,排除,非文化模块排除,exclude_or_boundary_as_reason,哲学,1
2026,海淀,一模,6,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必三,3
2026,海淀,一模,7,3,排除,跨模块待主代理裁决,exclude_or_boundary_as_reason,选必三、文化、哲学,3
2026,海淀,一模,8,3,排除,非文化模块排除,include_bixiu3,哲学、必修三,3
2026,海淀,一模,9,3,排除,非文化模块排除,include_bixiu3,必修三,2
2026,海淀,二模,1,3,排除,非文化模块排除,exclude_other_module,必修一、哲学,3
2026,海淀,二模,10,3,排除,非文化模块排除,exclude_other_module,选必二、必修二,4
2026,海淀,二模,11,3,排除,非文化模块排除,include_only_independently_judgable_options,选必二、必修二,4
2026,海淀,二模,12,3,纳入候选,非文化模块排除,exclude_other_module,必修二,2
2026,海淀,二模,13,3,纳入候选,非文化模块排除,exclude_other_module,必修二,1
2026,海淀,二模,14,3,跨模块候选,非文化模块排除,exclude_other_module,必修二、选必一、必修一,5
2026,海淀,二模,15,3,排除,非文化模块排除,exclude_other_module,选必一、必修一,4
2026,海淀,二模,16,3,排除,非文化模块排除,exclude_other_module,哲学,3
2026,海淀,二模,17,3,排除,非文化模块排除,include_bixiu3,必修三,3
2026,海淀,二模,18,3,排除,非文化模块排除,exclude_other_module；pending_root_module_boundary_ruling_after_E1,选必三、选必二、必修二,7
2026,海淀,二模,19,3,纳入候选,非文化模块排除,pending_root_module_boundary_ruling_after_E1,必修二,3
2026,海淀,二模,2,3,跨模块候选,文化候选,exclude_other_module,必修二、文化,6
2026,海淀,二模,20,3,排除,非文化模块排除,exclude_other_module,必修二、选必一、必修三、选必三,8
2026,海淀,二模,21,3,跨模块候选,跨模块待主代理裁决,include_bixiu3_integrated,必修二、文化、必修三,3
2026,海淀,二模,3,3,排除,非文化模块排除,exclude_other_module,选必三、必修三,3
2026,海淀,二模,4,3,排除,非文化模块排除,exclude_other_module,选必三、哲学、必修三,6
2026,海淀,二模,5,3,排除,非文化模块排除,exclude_other_module,选必三、必修三,4
2026,海淀,二模,6,3,排除,非文化模块排除,exclude_other_module,选必三、必修三,4
2026,海淀,二模,7,3,排除,非文化模块排除,exclude_other_module,选必三、必修三,4
2026,海淀,二模,8,3,排除,跨模块待主代理裁决,include_bixiu3,必修三,2
2026,海淀,二模,9,3,排除,非文化模块排除,include_bixiu3,必修三,2
2026,海淀,期中,1,1,,,include_only_independently_judgable_options,必修一,1
2026,海淀,期中,10,1,,,include_bixiu3,必修三,1
2026,海淀,期中,11,1,,,include_bixiu3,必修三,1
2026,海淀,期中,12,1,,,exclude_other_module,必修一、选必一,2
2026,海淀,期中,13,1,,,exclude_other_module,必修一、选必一,2
2026,海淀,期中,14,1,,,exclude_other_module,必修一、选必一,2
2026,海淀,期中,15,1,,,exclude_other_module,必修一、选必一,2
2026,海淀,期中,16,1,,,candidate_bixiu3_government_with_formal_scoring,必修二、选必三,2
2026,海淀,期中,17,1,,,exclude_other_module,必修二,1
2026,海淀,期中,18,1,,,include_bixiu3,必修三,1
2026,海淀,期中,19,1,,,include_bixiu3,必修三,1
2026,海淀,期中,2,1,,,include_only_independently_judgable_options,必修二,1
2026,海淀,期中,20,1,,,include_bixiu3,必修三,1
2026,海淀,期中,21,1,,,candidate_bixiu3_government_with_formal_scoring,选必三,1
2026,海淀,期中,22,1,,,exclude_other_module；include_bixiu3_integrated,必修二、选必一、必修三、文化,4
2026,海淀,期中,3,1,,,exclude_other_module,必修二,1
2026,海淀,期中,4,1,,,exclude_other_module,必修二,1
2026,海淀,期中,5,1,,,exclude_other_module,必修二、文化,2
2026,海淀,期中,6,1,,,exclude_other_module,必修二,1
2026,海淀,期中,7,1,,,include_bixiu3,必修三,1
2026,海淀,期中,8,1,,,include_bixiu3,必修三,1
2026,海淀,期中,9,1,,,include_bixiu3,必修三,1
2026,海淀,期末,1,3,排除,跨模块待主代理裁决,exclude_or_boundary_as_reason,哲学、文化,4
2026,海淀,期末,10,3,跨模块,非文化模块排除,candidate_independently_judgable_options,必修二、必修三、选必二,4
2026,海淀,期末,11,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必三,3
2026,海淀,期末,12,3,排除,非文化模块排除,exclude_or_boundary_as_reason,必修二、选必三,3
2026,海淀,期末,13,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必三,1
2026,海淀,期末,14,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必三,3
2026,海淀,期末,15,3,需主代理裁决,非文化模块排除,candidate_independently_judgable_options,选必三、必修二,3
2026,海淀,期末,16,3,排除,非文化模块排除,未收，模块与评分边界见判断,哲学,3
2026,海淀,期末,17,3,排除,文化候选,未收，模块与评分边界见判断,文化、哲学,4
2026,海淀,期末,18,3,排除；跨模块,非文化模块排除,未收，模块与评分边界见判断,选必二、必修三,4
2026,海淀,期末,19,3,跨模块,非文化模块排除,未收，模块与评分边界见判断,选必二、必修二、必修三,5
2026,海淀,期末,2,3,排除,非文化模块排除,candidate_independently_judgable_options,哲学,3
2026,海淀,期末,20,3,排除,非文化模块排除,未收，模块与评分边界见判断,选必三,6
2026,海淀,期末,21,3,跨模块,非文化模块排除,已收，正式完整池另核,哲学、必修二、选必三,3
2026,海淀,期末,3,3,排除,文化候选,exclude_or_boundary_as_reason,文化、哲学,2
2026,海淀,期末,4,3,跨模块,文化候选,candidate_independently_judgable_options,必修二、哲学、文化,7
2026,海淀,期末,5,3,排除,文化候选,exclude_or_boundary_as_reason,文化、必修二,4
2026,海淀,期末,6,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必二,1
2026,海淀,期末,7,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必二,3
2026,海淀,期末,8,3,排除,跨模块待主代理裁决,candidate_independently_judgable_options,必修三,1
2026,海淀,期末,9,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必二,3
2026,石景山,一模,1,3,排除,非文化模块排除,include_bixiu3,哲学、必修一,2
2026,石景山,一模,10,3,纳入,非文化模块排除,exclude_or_boundary_as_reason,必修二,2
2026,石景山,一模,11,3,纳入,非文化模块排除,candidate_independently_judgable_options,必修二、必修三,4
2026,石景山,一模,12,3,排除,非文化模块排除,exclude_or_boundary_as_reason,,0
2026,石景山,一模,13,3,排除,非文化模块排除,exclude_or_boundary_as_reason,,0
2026,石景山,一模,14,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必二,3
2026,石景山,一模,15,3,跨模块,非文化模块排除,exclude_or_boundary_as_reason,选必一、必修二,3
2026,石景山,一模,16,3,纳入,非文化模块排除,未收，模块与评分边界见判断,必修二,2
2026,石景山,一模,17,3,排除,文化候选；非文化模块排除,未收，模块与评分边界见判断,哲学、文化、选必三,9
2026,石景山,一模,18,3,排除,非文化模块排除,未收，模块与评分边界见判断,选必二,7
2026,石景山,一模,19,3,需主代理裁决,非文化模块排除,已收，正式完整池另核,必修三,3
2026,石景山,一模,2,3,排除,非文化模块排除,exclude_or_boundary_as_reason,哲学,3
2026,石景山,一模,20,3,跨模块,非文化模块排除,未收，模块与评分边界见判断,选必一、必修二,5
2026,石景山,一模,21,3,跨模块,非文化模块排除,已收，正式完整池另核,必修三,1
2026,石景山,一模,3,3,排除,非文化模块排除,exclude_or_boundary_as_reason,哲学,1
2026,石景山,一模,4,3,排除,文化候选,exclude_or_boundary_as_reason,文化,3
2026,石景山,一模,5,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必三,2
2026,石景山,一模,6,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必三,3
2026,石景山,一模,7,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必三、哲学,5
2026,石景山,一模,8,3,排除,非文化模块排除,include_bixiu3,必修三,3
2026,石景山,一模,9,3,排除,非文化模块排除,include_bixiu3,,0
2026,石景山,二模,1,3,排除,非文化模块排除,include_only_independently_judgable_options,必修三、哲学,3
2026,石景山,二模,10,3,排除,非文化模块排除,exclude_other_module,选必二、必修二,3
2026,石景山,二模,11,3,排除,非文化模块排除,include_only_independently_judgable_options,必修三、必修二、选必二,3
2026,石景山,二模,12,3,排除,非文化模块排除,exclude_other_module,必修二、选必二,2
2026,石景山,二模,13,3,纳入候选,非文化模块排除,exclude_other_module,必修二,1
2026,石景山,二模,14,3,纳入候选,非文化模块排除,exclude_other_module,必修二,3
2026,石景山,二模,15,3,跨模块候选,非文化模块排除,exclude_other_module,必修二、选必一、必修一,5
2026,石景山,二模,16,3,纳入候选,非文化模块排除,exclude_other_module,必修二,3
2026,石景山,二模,17,3,排除,非文化模块排除,exclude_other_module；include_bixiu3；include_bixiu3_integrated,哲学、必修三、选必三,12
2026,石景山,二模,18,3,排除,非文化模块排除,exclude_other_module,必修二、选必一,6
2026,石景山,二模,19,3,排除,非文化模块排除,boundary_formal_pool,选必二、必修三,4
2026,石景山,二模,2,3,排除,文化候选,exclude_other_module,哲学、文化、必修三、选必三,5
2026,石景山,二模,20,3,跨模块候选,文化候选,boundary_formal_pool,文化、必修二,3
2026,石景山,二模,3,3,排除,非文化模块排除,exclude_other_module,哲学、必修三、选必三,4
2026,石景山,二模,4,3,跨模块候选,文化候选,exclude_other_module,文化,2
2026,石景山,二模,5,3,排除,文化候选,exclude_other_module,选必三、文化、哲学、必修三,6
2026,石景山,二模,6,3,排除,非文化模块排除,exclude_other_module,选必三、必修三,4
2026,石景山,二模,7,3,排除,非文化模块排除,exclude_other_module,选必三、哲学、必修三,4
2026,石景山,二模,8,3,排除,非文化模块排除,include_bixiu3,必修三,1
2026,石景山,二模,9,3,排除,文化候选,include_bixiu3,文化、必修三,2
2026,石景山,期末,1,2,排除,文化候选,,必修三,1
2026,石景山,期末,10,2,排除,非文化模块排除,,,0
2026,石景山,期末,11,2,排除,非文化模块排除,,,0
2026,石景山,期末,12,2,排除,非文化模块排除,,选必二,2
2026,石景山,期末,13,2,排除,非文化模块排除,,选必三,2
2026,石景山,期末,14,2,排除,非文化模块排除,,选必三,2
2026,石景山,期末,15,2,排除,非文化模块排除,,选必三,2
2026,石景山,期末,16,2,排除,非文化模块排除,,必修三,2
2026,石景山,期末,17,2,排除,非文化模块排除,,必修三,1
2026,石景山,期末,18,2,排除,文化候选；非文化模块排除,,哲学、选必三、文化,6
2026,石景山,期末,19,2,排除；纳入,非文化模块排除,,必修二、选必一、必修一,7
2026,石景山,期末,2,2,排除,文化候选,,文化,2
2026,石景山,期末,20,2,跨模块,非文化模块排除,,必修二、哲学,2
2026,石景山,期末,3,2,纳入,非文化模块排除,,必修二,2
2026,石景山,期末,4,2,纳入,非文化模块排除,,必修二,1
2026,石景山,期末,5,2,跨模块,非文化模块排除,,选必一、必修二,3
2026,石景山,期末,6,2,跨模块,非文化模块排除,,哲学、必修二,2
2026,石景山,期末,7,2,排除,非文化模块排除,,,0
2026,石景山,期末,8,2,排除,非文化模块排除,,哲学,2
2026,石景山,期末,9,2,排除,非文化模块排除,,哲学,1
2026,西城,一模,1,3,排除,非文化模块排除,exclude_other_module,哲学、必修一,4
2026,西城,一模,10,3,排除,非文化模块排除,exclude_other_module,必修二、选必二,2
2026,西城,一模,11,3,纳入,非文化模块排除,exclude_other_module,必修二,2
2026,西城,一模,12,3,纳入,非文化模块排除,exclude_other_module,必修二,2
2026,西城,一模,13,3,排除,非文化模块排除,exclude_other_module,选必三、必修三,4
2026,西城,一模,14,3,排除,非文化模块排除,exclude_other_module,选必三、必修三,3
2026,西城,一模,15,3,跨模块,非文化模块排除,exclude_other_module,选必一、必修二、必修一,6
2026,西城,一模,16,3,跨模块,文化候选,include_bixiu3_integrated,必修二、文化、必修三、哲学,6
2026,西城,一模,17,3,跨模块,非文化模块排除,include_bixiu3_integrated,必修二、必修三,2
2026,西城,一模,18,3,纳入,非文化模块排除,exclude_other_module,必修二,2
2026,西城,一模,19,3,排除；需主代理裁决,非文化模块排除,exclude_other_module；include_bixiu3,必修三、选必三、必修二,11
2026,西城,一模,2,3,需主代理裁决,文化候选,include_bixiu3,文化、必修二、必修三,5
2026,西城,一模,20,3,纳入；跨模块,非文化模块排除,exclude_other_module,必修二、选必一,10
2026,西城,一模,21,3,需主代理裁决,非文化模块排除,include_bixiu3_integrated,哲学、必修二、必修一,4
2026,西城,一模,3,3,排除,非文化模块排除,include_bixiu3,必修三,1
2026,西城,一模,4,3,需主代理裁决,非文化模块排除,include_bixiu3,必修三,1
2026,西城,一模,5,3,排除,文化候选,exclude_other_module,文化,3
2026,西城,一模,6,3,排除,非文化模块排除,exclude_other_module,哲学,3
2026,西城,一模,7,3,跨模块,非文化模块排除,exclude_other_module,哲学,3
2026,西城,一模,8,3,纳入,非文化模块排除,exclude_other_module,必修二,2
2026,西城,一模,9,3,排除,非文化模块排除,exclude_other_module,选必二、必修二,3
2026,西城,二模,1,3,跨模块候选,非文化模块排除,include_only_independently_judgable_options,必修二,1
2026,西城,二模,10,3,排除,非文化模块排除,exclude_other_module,选必二、必修二,3
2026,西城,二模,11,3,排除,非文化模块排除,exclude_other_module,必修二、选必二,2
2026,西城,二模,12,3,纳入候选,非文化模块排除,exclude_other_module,必修二,2
2026,西城,二模,13,3,跨模块候选,非文化模块排除,exclude_other_module,必修二、选必一、必修一,5
2026,西城,二模,14,3,纳入候选,非文化模块排除,exclude_other_module,必修二,2
2026,西城,二模,15,3,排除,非文化模块排除,exclude_other_module,必修二、必修一、选必一,4
2026,西城,二模,16,3,排除,文化候选,exclude_other_module,文化、哲学,5
2026,西城,二模,17,3,纳入候选,非文化模块排除,exclude_other_module,必修二,3
2026,西城,二模,18,3,排除；跨模块候选,非文化模块排除,boundary_formal_pool；exclude_other_module；include_bixiu3,必修三、选必三、选必二、必修二、哲学,12
2026,西城,二模,19,3,排除,非文化模块排除,exclude_other_module,选必一、必修二,10
2026,西城,二模,2,3,排除,文化候选,exclude_other_module,文化,3
2026,西城,二模,20,3,需主代理裁决,跨模块待主代理裁决,include_bixiu3_integrated,哲学,2
2026,西城,二模,3,3,排除,非文化模块排除,exclude_other_module,哲学,3
2026,西城,二模,4,3,排除,非文化模块排除,exclude_other_module,哲学,1
2026,西城,二模,5,3,排除,非文化模块排除,exclude_other_module,选必三、必修三,4
2026,西城,二模,6,3,排除,非文化模块排除,exclude_other_module,选必三、必修三,4
2026,西城,二模,7,3,排除,非文化模块排除,include_bixiu3,必修三,3
2026,西城,二模,8,3,排除,非文化模块排除,include_bixiu3,必修三,3
2026,西城,二模,9,3,排除,非文化模块排除,include_only_independently_judgable_options,选必二、必修二,3
2026,西城,期末,1,2,排除,文化候选,,,0
2026,西城,期末,10,2,排除,非文化模块排除,,,0
2026,西城,期末,11,2,排除,非文化模块排除,,必修三,1
2026,西城,期末,12,2,纳入,非文化模块排除,,必修二,1
2026,西城,期末,13,2,纳入,非文化模块排除,,必修二,1
2026,西城,期末,14,2,纳入,非文化模块排除,,必修二、选必一,2
2026,西城,期末,15,2,排除,非文化模块排除,,选必一,2
2026,西城,期末,16,2,排除,文化候选；非文化模块排除,,文化、哲学,4
2026,西城,期末,17,2,需主代理裁决,非文化模块排除,,必修二,1
2026,西城,期末,18,2,排除,非文化模块排除,,必修三,2
2026,西城,期末,19,2,排除；纳入,非文化模块排除,,必修二、选必三,4
2026,西城,期末,2,2,跨模块,非文化模块排除,,必修一、选必一、必修二,3
2026,西城,期末,20,2,需主代理裁决,非文化模块排除,,必修二、选必一,4
2026,西城,期末,21,2,需主代理裁决,非文化模块排除,,必修三、必修二、选必三,3
2026,西城,期末,3,2,排除,非文化模块排除,,,0
2026,西城,期末,4,2,排除,非文化模块排除,,哲学,2
2026,西城,期末,5,2,排除,非文化模块排除,,哲学,2
2026,西城,期末,6,2,排除,非文化模块排除,,,0
2026,西城,期末,7,2,排除,非文化模块排除,,选必二,2
2026,西城,期末,8,2,排除,非文化模块排除,,选必三、必修二、文化,4
2026,西城,期末,9,2,排除,非文化模块排除,,,0
2026,通州,一模,1,3,排除,跨模块待主代理裁决,include_only_independently_judgable_options,必修一、必修三,2
2026,通州,一模,10,3,排除,非文化模块排除,exclude_other_module,选必二、必修二,4
2026,通州,一模,11,3,排除,非文化模块排除,include_only_independently_judgable_options,选必二、必修三、必修二,6
2026,通州,一模,12,3,排除,跨模块待主代理裁决,exclude_other_module,选必三、文化、哲学、必修三,6
2026,通州,一模,13,3,排除,非文化模块排除,exclude_other_module,选必三、文化、必修三,6
2026,通州,一模,14,3,排除,跨模块待主代理裁决,include_bixiu3,必修三,1
2026,通州,一模,15,3,排除,非文化模块排除,include_bixiu3,必修三,1
2026,通州,一模,16,3,需主代理裁决,非文化模块排除,include_bixiu3,必修三,3
2026,通州,一模,17,3,排除；纳入,非文化模块排除,exclude_other_module；pending_root_module_boundary_ruling_after_E1,哲学、必修二、选必三,9
2026,通州,一模,18,3,需主代理裁决,文化候选,pending_root_module_boundary_ruling_after_E1,哲学、文化,2
2026,通州,一模,19,3,跨模块,非文化模块排除,exclude_other_module,必修二、选必一,6
2026,通州,一模,2,3,排除,文化候选,exclude_other_module,文化,3
2026,通州,一模,20,3,排除,非文化模块排除,pending_root_module_boundary_ruling_after_E1,选必二、哲学、必修二,4
2026,通州,一模,21,3,跨模块,文化候选,include_bixiu3_integrated,文化、必修三,2
2026,通州,一模,3,3,排除,非文化模块排除,exclude_other_module,哲学、必修三、选必三,5
2026,通州,一模,4,3,跨模块,非文化模块排除,exclude_other_module,哲学、必修二,6
2026,通州,一模,5,3,纳入,非文化模块排除,exclude_other_module,必修二,3
2026,通州,一模,6,3,纳入,非文化模块排除,exclude_other_module,必修二,3
2026,通州,一模,7,3,纳入,非文化模块排除,exclude_other_module,必修二,2
2026,通州,一模,8,3,排除,非文化模块排除,exclude_other_module,必修一、选必一,2
2026,通州,一模,9,3,排除,文化候选,exclude_other_module,文化、哲学,4
2026,通州,期末,1,3,排除,非文化模块排除,include_bixiu3,必修三,1
2026,通州,期末,10,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必三,3
2026,通州,期末,11,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必三,2
2026,通州,期末,12,3,排除,非文化模块排除,exclude_or_boundary_as_reason,,0
2026,通州,期末,13,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必二,1
2026,通州,期末,14,3,跨模块,非文化模块排除,exclude_or_boundary_as_reason,选必一、必修二,3
2026,通州,期末,15,3,跨模块,非文化模块排除,exclude_or_boundary_as_reason,选必一,2
2026,通州,期末,16,3,排除,文化候选,未收，模块与评分边界见判断,文化、哲学,5
2026,通州,期末,17,3,排除,非文化模块排除,已收，正式完整池另核,必修三,3
2026,通州,期末,18,3,纳入,非文化模块排除,R31未收，正式同题池含本册具体节点；待root采纳,必修二,2
2026,通州,期末,19,3,排除,非文化模块排除,未收，模块与评分边界见判断,选必三、选必二,5
2026,通州,期末,2,3,纳入,非文化模块排除,candidate_independently_judgable_options,必修二,1
2026,通州,期末,20,3,需主代理裁决,非文化模块排除,未收，模块与评分边界见判断,选必一、必修二、必修一,6
2026,通州,期末,21,3,跨模块,跨模块待主代理裁决,已收，正式完整池另核,必修二,1
2026,通州,期末,3,3,纳入,非文化模块排除,exclude_or_boundary_as_reason,必修二,2
2026,通州,期末,4,3,排除,非文化模块排除,include_bixiu3,必修三,1
2026,通州,期末,5,3,排除,非文化模块排除,include_bixiu3,选必三、哲学,2
2026,通州,期末,6,3,排除,文化候选,exclude_or_boundary_as_reason,文化,3
2026,通州,期末,7,3,排除,非文化模块排除,exclude_or_boundary_as_reason,哲学,3
2026,通州,期末,8,3,排除,文化候选,exclude_or_boundary_as_reason,哲学、文化,2
2026,通州,期末,9,3,跨模块,非文化模块排除,exclude_or_boundary_as_reason,选必三,3
2026,门头沟,一模,1,3,排除,文化候选,include_bixiu3,必修一、必修三,2
2026,门头沟,一模,10,3,排除,非文化模块排除,exclude_other_module,必修二、选必二,2
2026,门头沟,一模,11,3,跨模块,非文化模块排除,include_only_independently_judgable_options,必修三、必修二、选必二,3
2026,门头沟,一模,12,3,纳入,文化候选,exclude_other_module,文化、必修二,3
2026,门头沟,一模,13,3,纳入,非文化模块排除,exclude_other_module,必修二,2
2026,门头沟,一模,14,3,排除,非文化模块排除,exclude_other_module,选必一、必修一,4
2026,门头沟,一模,15,3,跨模块,非文化模块排除,exclude_other_module,必修二、选必一、必修一,5
2026,门头沟,一模,16,3,排除,文化候选,exclude_other_module,文化、哲学,4
2026,门头沟,一模,17,3,需主代理裁决,非文化模块排除,include_bixiu3,必修三,2
2026,门头沟,一模,18,3,排除,非文化模块排除,exclude_other_module；pending_root_ruling_after_full_E1,选必二、选必三、必修二、必修三,8
2026,门头沟,一模,19,3,纳入,非文化模块排除,pending_root_ruling_after_full_E1,必修二,3
2026,门头沟,一模,2,3,排除,非文化模块排除,include_only_independently_judgable_options,必修三、必修一、选必一,5
2026,门头沟,一模,20,3,跨模块,非文化模块排除,exclude_other_module,必修二、选必一,5
2026,门头沟,一模,21,3,跨模块,非文化模块排除,boundary_not_counted_as_bixiu3_missing,必修二、选必一、哲学、选必三,7
2026,门头沟,一模,3,3,排除,文化候选,exclude_other_module,文化、必修三,3
2026,门头沟,一模,4,3,跨模块,文化候选,exclude_other_module,必修二、文化,3
2026,门头沟,一模,5,3,排除,非文化模块排除,exclude_other_module,选必三、哲学、必修三,6
2026,门头沟,一模,6,3,排除,非文化模块排除,exclude_other_module,选必三、必修三,4
2026,门头沟,一模,7,3,排除,非文化模块排除,exclude_other_module,选必三、哲学、必修三,6
2026,门头沟,一模,8,3,排除,非文化模块排除,include_bixiu3,必修三、必修一,4
2026,门头沟,一模,9,3,排除,跨模块待主代理裁决,include_bixiu3,必修三,1
2026,顺义,一模,1,3,排除,跨模块待主代理裁决,candidate_independently_judgable_options,必修三、哲学、必修一、文化,5
2026,顺义,一模,10,3,需主代理裁决,非文化模块排除,candidate_independently_judgable_options,选必二,3
2026,顺义,一模,11,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必二,2
2026,顺义,一模,12,3,纳入,非文化模块排除,exclude_or_boundary_as_reason,必修二,2
2026,顺义,一模,13,3,纳入,非文化模块排除,exclude_or_boundary_as_reason,必修二,1
2026,顺义,一模,14,3,跨模块,非文化模块排除,exclude_or_boundary_as_reason,必修二、选必一,4
2026,顺义,一模,15,3,跨模块,非文化模块排除,exclude_or_boundary_as_reason,选必一、必修二,3
2026,顺义,一模,16,3,排除,文化候选,未收，模块与评分边界见判断,文化、哲学,3
2026,顺义,一模,17,3,需主代理裁决,非文化模块排除,已收，正式完整池另核,必修三,1
2026,顺义,一模,18,3,跨模块,非文化模块排除,未收，模块与评分边界见判断,,0
2026,顺义,一模,19,3,排除；纳入,非文化模块排除,未收，模块与评分边界见判断,选必三、必修二,9
2026,顺义,一模,2,3,排除,跨模块待主代理裁决,exclude_or_boundary_as_reason,哲学、选必三、文化,6
2026,顺义,一模,20,3,跨模块,非文化模块排除,未收，模块与评分边界见判断,必修二、选必一,4
2026,顺义,一模,21,3,跨模块,文化候选,已收，正式完整池另核,必修二,2
2026,顺义,一模,3,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必三、哲学,5
2026,顺义,一模,4,3,排除,跨模块待主代理裁决,exclude_or_boundary_as_reason,选必三、文化、哲学、必修三,6
2026,顺义,一模,5,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必三、哲学,3
2026,顺义,一模,6,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必三,3
2026,顺义,一模,7,3,排除,非文化模块排除,exclude_or_boundary_as_reason,选必三、哲学,4
2026,顺义,一模,8,3,排除,跨模块待主代理裁决,include_bixiu3,必修三,1
2026,顺义,一模,9,3,排除,非文化模块排除,include_bixiu3,必修三,1
2026,顺义,二模,1,3,跨模块候选,非文化模块排除,exclude_other_module,选必一、必修一,3
2026,顺义,二模,10,3,排除,非文化模块排除,borderline_bixiu3_rights_limit,选必二,2
2026,顺义,二模,11,3,排除,非文化模块排除,exclude_other_module,,0
2026,顺义,二模,12,3,纳入候选,非文化模块排除,exclude_other_module,必修二,2
2026,顺义,二模,13,3,纳入候选,非文化模块排除,exclude_other_module,必修二、文化,3
2026,顺义,二模,14,3,跨模块候选,非文化模块排除,exclude_other_module,选必一、必修二,4
2026,顺义,二模,15,3,排除,非文化模块排除,exclude_other_module,选必一,2
2026,顺义,二模,16,3,排除,文化候选,exclude_other_module,哲学、文化、必修二,5
2026,顺义,二模,17,3,排除,非文化模块排除,include_bixiu3_integrated,必修三,2
2026,顺义,二模,18,3,排除,非文化模块排除,exclude_other_module；include_bixiu3_integrated,必修三、选必三、选必二,8
2026,顺义,二模,19,3,纳入候选,非文化模块排除,borderline_government_service,必修二,3
2026,顺义,二模,2,3,排除,文化候选,exclude_other_module,文化,3
2026,顺义,二模,20,3,排除,非文化模块排除,exclude_other_module,必修二、选必一,6
2026,顺义,二模,21,3,跨模块候选,文化候选,include_bixiu3_integrated,必修二、选必三,2
2026,顺义,二模,3,3,排除,非文化模块排除,exclude_other_module,哲学、选必三,2
2026,顺义,二模,4,3,跨模块候选,非文化模块排除,exclude_other_module,选必三,1
2026,顺义,二模,5,3,排除,非文化模块排除,exclude_other_module,选必三,3
2026,顺义,二模,6,3,排除,非文化模块排除,exclude_other_module,选必三,1
2026,顺义,二模,7,3,排除,非文化模块排除,include_only_independently_judgable_options,必修三、哲学,4
2026,顺义,二模,8,3,跨模块候选,非文化模块排除,include_bixiu3,必修三,2
2026,顺义,二模,9,3,排除,非文化模块排除,include_bixiu3,必修三、文化,4
