qid,option_mark,dict_hit_modules,c_prior_top_module,note,rule_version
BJ-2025-CY-ERMO-Q4,④,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q5,A,RE,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q5,B,RE,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q5,C,RE,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q5,D,RE,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q6,①,,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q6,②,,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q6,③,,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q6,④,,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q7,①,RE,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q7,②,RE,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q7,③,MI,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q7,④,MI,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q8,①,B3,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q8,②,B3,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q8,③,B1,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q8,④,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q9,①,PH,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q9,②,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q9,③,PH,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q9,④,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q10,①,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q10,②,,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q10,③,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q10,④,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q11,①,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q11,②,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q11,③,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q11,④,X2,X2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q12,①,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q12,②,B2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q12,③,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q12,④,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q13,A,B2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q13,B,B2,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q13,C,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q13,D,,B2,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q14,A,,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q14,B,B2,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q14,C,B2,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q14,D,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q15,①,,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q15,②,X1,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q15,③,,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2025-CY-ERMO-Q15,④,,X1,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q1,①,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q1,②,PH,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q1,③,X1,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q1,④,B1;X1,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q2,①,X1,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q2,②,B1,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q2,③,B1,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q2,④,B1,CU,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q3,①,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q3,②,CU,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q3,③,PH,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q3,④,CU,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q4,①,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q4,②,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q4,③,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q4,④,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q5,A,RE,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q5,B,,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q5,C,RE,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q5,D,MI,PH,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q6,①,B2,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q6,②,B2;PH,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q6,③,,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q6,④,,RE,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q7,①,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q7,②,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q7,③,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q7,④,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q8,A,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q8,B,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q8,C,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q8,D,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q9,①,B2,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q9,②,,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
BJ-2023-FT-ERMO-Q9,③,X1,B3,仅词典命中弱信号(精度约0.66-0.88)，不构成准入依据；本册是否可独立判断整个题肢、官方正误需模型/人工阶段核定,2026-09-24-attribution-v2
